Key,Chinese
Generic/BuilldTownOfficeRequest_Intro_001_-1649744051,我對<IslandName>真正可以使用的東西有了一個想法！
Generic/BuilldTownOfficeRequest_Intro_002_-1088941521,拿著這個<itemName>。
Generic/BuilldTownOfficeRequest_Intro_003_-1147237375,<proud>我認為人們可能會將他們不想要的東西放在這裡。
Generic/BuilldTownOfficeRequest_Intro_004_-74488930,<yes>我會在星期四清理它。
Generic/BuilldTownOfficeRequest_Intro_005_39466413,<shocked>我拿這些東西做什麼？
Generic/BuilldTownOfficeRequest_Intro_006_-199127324,<shy>我要去回收它...
Generic/BuilldTownOfficeRequest_Intro_007_1099993286,<glee>不管怎樣，如果你能把它放在某個地方，那就太好了。
Generic/BuilldTownOfficeRequest_Intro_008_-786666232,<yes>一定要經常檢查。
Generic/BuilldTownOfficeRequest_Intro_009_1854160006,<yes>您在其中找到的任何東西都可以帶走，所以請隨意拿走！
Generic/IntroToQuest_Intro_000_1629639531,<PlayerName>！我今天早些時候收到了一封來自一個名叫<NPCName>的人的來信。如果你問我的話，這是個不尋常的名字。
Generic/IntroToQuest_Intro_001_459401005,現在我打聽到這個傢伙。他是一個旅行商人。更重要的是，他有一段狗血的傳聞。
Generic/IntroToQuest_Intro_002_-1888342990,傳聞中他是他用一個回形針換了一艘蒸汽船！
Generic/IntroToQuest_Intro_003_-2096800245,經商刻進了他的基因里！
Generic/IntroToQuest_Intro_004_-325273725,好吧，他聽說了我們為把這個小鎮拼湊起來所做的所有艱苦工作，他認為他想把他的小小的旅行商店開到這裡。
Generic/IntroToQuest_Intro_005_-710195983,機會在敲門，讓我們微笑著回答那扇門。讓我們在某處為這個<itemName>騰出更多空間
Generic/IntroToQuest_Intro_006_791496002,這樣，任何來我們島上的人都會有一個住宿的地方。
Generic/IntroToQuest_Intro_007_1851400276,<PlayerName>，把這個<itemName>放在你認為是訪客可以停留的好地方。þ
Generic/IntroToQuest_Intro_000_-1569145569,<shy>那本日記對我來說意義重大。
Generic/IntroToQuest_Intro_001_-420770067,<shy>但我想我父親會很高興有像你這樣的人來照顧它。
Generic/IntroToQuest_Intro_002_-1594068275,<pumped>但是，我有一個挑戰要給你，<PlayerName>。
Generic/IntroToQuest_Intro_003_-635629695,<pumped>我希望你嘗試超越我父親的里程碑。
Generic/IntroToQuest_Intro_004_727618014,<no>其中一些里程碑需要很長時間才能完成，但不要著急。
Generic/IntroToQuest_Intro_005_854179379,<thinking>我還要在日記中新增日常任務。這些將是較小的里程碑，應該很容易在一天內完成。
Generic/IntroToQuest_Intro_006_123108970,<proud>現在是好的部分。
Generic/IntroToQuest_Intro_007_1114787428,<glee>每超越一個里程碑，您將獲得<PermitPoints>獎勵。
Generic/IntroToQuest_Intro_008_-1881163559,<yes>我告訴你，你最終會想要很多<PermitPoints>。
Generic/IntroToQuest_Intro_009_1349171058,<no>但是我們明天可以討論更多。
Generic/IntroToQuest_Intro_010_1498227890,<yes>現在，請檢視日記。
Generic/IntroToQuest_Intro_011_1278655722,<shocked>我想你會發現你實際上已經完成了裡面的一些里程碑。
Generic/IntroToQuest_Intro_012_-1088063672,所以一定要領取它們。<glee>
Generic/IntroToQuest_Intro_013_1664806021,<yes>現在你餓了嗎？我是餓了。
Generic/IntroToQuest_Intro_014_-1972654220,<haha>我想剛到午餐時間了。
Generic/IntroToQuest_Intro_015_-880849660,<glee>我在這個島上看到過水果，看起來很好吃！
Generic/IntroToQuest_Intro_016_53939396,<yes>你去給我們找些水果，等你回來我會教你如何製作一個<itemName>。
Generic/IntroToQuest_Intro_000_852993994,噢，<PlayerName>。我差點忘了！
Generic/IntroToQuest_Intro_001_1116324334,我注意到<NPCName>正在出售一個<itemName>。
Generic/IntroToQuest_Intro_002_733784608,這是一個我認為非常方便的工具，確實好用！
Generic/IntroToQuest_Intro_003_30671916,我認為應該試著賺到足夠的錢從我<NPCName>這裡購買一個<itemName>。
Generic/IntroToQuest_Intro_004_-1781835215,這是我的一半丁克。剩下的就看你了！
Generic/BuildTeleporterRequest_Intro_000_2128753632,<yes><PlayerName>，我看到你一直在修理島上的通訊塔。
Generic/BuildTeleporterRequest_Intro_001_1405810327,<thinking>說實話，我不認為你有專業知識，甚至無法理解它們的用途…
Generic/BuildTeleporterRequest_Intro_002_-34697312,<yes>不管怎樣，我想出了一個想法來建造一個<itemName>，我們可以將它放置在我們想要的任何地方。
Generic/BuildTeleporterRequest_Intro_003_-491501579,<thinking>現在新增太多很可能會破壞通訊網路。
Generic/BuildTeleporterRequest_Intro_004_510287240,<yes>所以我認為我們只能建造一個。
Generic/BuildTeleporterRequest_Intro_005_-1627549334,我已與<NPCName>交談過了，她已同意將其新增到可用的契約中。
Npc6/Already Being Upgraded_Intro_000_1185444848,等一下！ 看起來我們已經在你的房子上開工了！
Npc6/Already Being Upgraded_Intro_001_-796967277,確保將建築所需的全部材料放入房屋前面的材料箱中。
Npc6/Already Being Upgraded_Intro_002_-543868751,施工完成後，我們將看看我們能做些什麼來讓你的房子更大。<glee>
Npc6/Upgrade House No Money Tent_Intro_000_2084687642,很好！
Npc6/Upgrade House No Money Tent_Intro_001_-1609656107,...哦。看來你現金有點短缺。<shy>
Npc6/Upgrade House No Money Tent_Intro_002_384481156,當你的錢包有點鼓時，也許你可以再來？
Npc9/NonLocalEmpty_Intro_000_-89390229,哦，那是一個空相框。
Npc9/NonLocalEmpty_Intro_001_-1465879646,<glee>我們實際上鼓勵當地人捐贈他們自己的照片在這裡展示！
Generic/TalkToWhileNotComplete_Intro_000_-1375584020,我們今天做得很好，<PlayerName>！
Generic/TalkToWhileNotComplete_Intro_001_2142611740,休息一天！
Generic/TalkToWhileNotComplete_Intro_002_419142363,<yes>明天我們還有更多工作要做！
Generic/TalkToWhileNotComplete_Option_000_168896058,製造營火？
Generic/TalkToWhileNotComplete_Option_001_-863988609,在營火上做飯？
Generic/TalkToWhileNotComplete_Option_002_728651848,捕蟲？
Generic/TalkToWhileNotComplete_Option_003_-932794628,睡眠？
Generic/TalkToWhileNotComplete_Option_004_787199502,我在這！
Generic/TalkToWhileNotComplete_Response_000_000_1721143740,隨時可以在基地帳篷中使用<itemName>。
Generic/TalkToWhileNotComplete_Response_000_001_-1676517815,我告訴你，我相信你會在<IslandName>學習如何製作很多有用的東西！
Generic/TalkToWhileNotComplete_Response_001_000_1892769095,一旦你完成了你的<itemName>，只需將你想要烹飪的東西放到你的手中。
Generic/TalkToWhileNotComplete_Response_001_001_-252084576,<yes>然後剩下的就是等待讓它彈出來！
Generic/TalkToWhileNotComplete_Response_001_002_2006413791,<thinking>你會想吃很多食物來保持精力充沛！
Generic/TalkToWhileNotComplete_Response_002_000_1079556823,有很多隻在<IslandName>上發現的昆蟲。
Generic/TalkToWhileNotComplete_Response_002_001_960857207,<yes>每次你抓到一個新的，它都會被新增到你的圖鑑中。
Generic/TalkToWhileNotComplete_Response_002_002_-1823911680,也許您可以挑戰自己找到所有這些？
Generic/TalkToWhileNotComplete_Response_003_000_2071015310,<haha>如果你為明天做好了準備，那麼睡覺肯定會更快地跳到明天！
Generic/TalkToWhileNotComplete_Response_003_001_1940556266,只需將您的<itemName>放在地板上即可。
Generic/TalkToWhileNotComplete_Response_003_002_-45349264,<yes>哪裡都行，真的。
Generic/TalkToWhileNotComplete_Response_003_003_1494597597,<no>如果你想睡在星空下，我不會阻止你。
Generic/TalkToWhileNotComplete_Response_004_000_1170000243,再次感謝您的幫助，<PlayerName>！
Generic/TalkToWhileNotComplete_Intro_000_327711929,你好，<PlayerName>
Generic/TalkToWhileNotComplete_Intro_001_-1752492525,你有沒有設法得到一個<itemName>？
Generic/TalkToWhileNotComplete_Option_000_624177361,我想申請許可證。
Generic/TalkToWhileNotComplete_Option_001_-2089820252,如何製作熔爐？
Generic/TalkToWhileNotComplete_Option_002_-1082745214,如何製作錫錠？
Generic/TalkToWhileNotComplete_Option_003_-1135114799,我在這裡。
Generic/TalkToWhileNotComplete_Response_000_000_900384788,那好吧...
Generic/TalkToWhileNotComplete_Response_001_000_-399734976,您可以在基地帳篷的製作臺上製作<itemName>。
Generic/TalkToWhileNotComplete_Response_001_001_-594395115,你應該擁有你需要的一切！
Generic/TalkToWhileNotComplete_Response_002_000_145039533,一旦你有了你的爐子，把它放在外面的某個地方。
Generic/TalkToWhileNotComplete_Response_002_001_2030870961,然後，您所要做的就是將<itemName>握在手中並將其彈出！
Generic/TalkToWhileNotComplete_Response_002_002_-279929981,<haha>噢，你得等一會兒！
Generic/TalkToWhileNotComplete_Response_003_000_-2093763750,別擔心，<PlayerName>。
Generic/TalkToWhileNotComplete_Response_003_001_744449534,只要確保在獲得<itemName>后將它帶給我！
Generic/TalkToWhileNotComplete_Intro_000_189174244,啊，<PlayerName>你覺得<itemName>怎麼樣？
Generic/TalkToWhileNotComplete_Intro_001_-66238762,我很快就搞定了，對吧！<haha>
Generic/TalkToWhileNotComplete_Intro_002_1230675462,你是怎麼放置的？
Generic/TalkToWhileNotComplete_Option_000_114593604,如何放置帳篷？
Generic/TalkToWhileNotComplete_Option_001_-57732441,我還沒有放置。
Generic/TalkToWhileNotComplete_Response_000_000_2042313858,這實際上與您放置基地帳篷的方法相同！
Generic/TalkToWhileNotComplete_Response_000_001_255062531,首先在您的工具帶快捷欄中選擇<itemName>，這樣它就在您的手中。þ
Generic/TalkToWhileNotComplete_Response_000_002_863666529,一旦你使用了<itemName>，你就必須決定把它放在哪裡。<yes>þ
Generic/TalkToWhileNotComplete_Response_000_003_-673058362,您將需要足夠的空間來放置<itemName>。 唯一要記住的另一件事是地面需要平坦且平整。<yes>
Generic/TalkToWhileNotComplete_Response_000_004_-1207797314,一旦你的 <itemName> 全部放置好，回來和我說話。
Generic/TalkToWhileNotComplete_Response_001_000_-1207797314,一旦你的 <itemName> 全部放置好，回來和我說話。
Generic/TalkToWhileNotComplete_Intro_000_-485848697,啊，<PlayerName>。 怎麼樣，朋友？ 你有任何問題嗎？
Generic/TalkToWhileNotComplete_Option_000_-1278867010,說說小島吧。
Generic/TalkToWhileNotComplete_Option_001_-235570607,你認為我們應該在哪裡安營紮寨？
Generic/TalkToWhileNotComplete_Option_002_114593604,如何放置帳篷？
Generic/TalkToWhileNotComplete_Option_003_-1916902512,再見！
Generic/TalkToWhileNotComplete_Response_000_000_-1396503271,<thinking>你看，我其實是在<IslandName>出生的。
Generic/TalkToWhileNotComplete_Response_000_001_-995013417,<no>回到我們搬到<SouthCity>之前...
Generic/TalkToWhileNotComplete_Response_000_002_-1381986955,<thinking>嗯...
Generic/TalkToWhileNotComplete_Response_000_003_126305789,啊對。讓我告訴你我對<IslandName>的記憶...
Generic/TalkToWhileNotComplete_Response_000_004_-1864176945,如果我沒記錯的話，在北方你會發現一個熱帶氣候。
Generic/TalkToWhileNotComplete_Response_000_005_410910636,<thinking>在南方可能會有點冷，但我記得我父親警告過我關於那裡的野生動物…
Generic/TalkToWhileNotComplete_Response_000_006_-1343807361,島的東部和西部是平坦開闊的平原。地面又好又平，所以很容易在那裡建造。
Generic/TalkToWhileNotComplete_Response_000_007_155593913,海岸是全年釣魚的好地方。因此，如果您喜歡釣魚，那麼在海灘附近設定<itemName>可能是值得的。
Generic/TalkToWhileNotComplete_Response_000_008_1555359891,<haha>島的中心是一片沙漠。那裡又熱又幹，而且到處都是蟲子！
Generic/TalkToWhileNotComplete_Response_000_009_-1700859568,<yes>但無論您決定我們應該在哪裡建造，靠近水總是一個好選擇。
Generic/TalkToWhileNotComplete_Response_000_010_873813037,因此，如果您想在內陸任何地方建立據點，請嘗試在靠近河流的地方建設。
Generic/TalkToWhileNotComplete_Response_000_011_1237308434,<haha>我覺得有很多東西要接受。對不起，<PlayerName>>！
Generic/TalkToWhileNotComplete_Response_001_000_465116519,自從我上次來這裡已經很久了！那時我還是個小女孩，所以我讓你知道那是多久以前的事了！<shy>
Generic/TalkToWhileNotComplete_Response_001_001_-916637941,但我確實有兩個地方可能是放置<itemName>的好地方... <thinking>
Generic/TalkToWhileNotComplete_Response_001_002_-1554761377,東部和西部海岸都有平原，我認為這將是一個容易建造的區域。<yes>
Generic/TalkToWhileNotComplete_Response_001_003_1672797068,那裡的地形平坦，不會花費太多精力來建造。此外，一年中大部分時間的氣候都應該適合耕種。<yes>
Generic/TalkToWhileNotComplete_Response_001_004_-1180604640,但你不必聽老<myName>講大道理！你是個在外奔波的人！þ
Generic/TalkToWhileNotComplete_Response_001_005_-534202094,我敢肯定，無論您決定將<itemName>放在哪裡，它都會是正確的位置。<yes>
Generic/TalkToWhileNotComplete_Response_001_006_289322695,現在，如果您有任何其他問題，儘管問！
Generic/TalkToWhileNotComplete_Response_002_000_-342540161,啊，好問題<PlayerName>！
Generic/TalkToWhileNotComplete_Response_002_001_541790952,首先在您的工具代快捷欄中選擇<itemName>，這樣它就拿在你您的手裡。
Generic/TalkToWhileNotComplete_Response_002_002_924229908,一旦你使用了<itemName>，你就必須決定把它放在哪裡。<yes>
Generic/TalkToWhileNotComplete_Response_002_003_-673058362,您將需要足夠的空間來放置<itemName>。 唯一要記住的另一件事是地面需要平坦且平整。<yes>
Generic/TalkToWhileNotComplete_Response_002_004_102047762,如果您還有其他問題，請來問我<yes>
Generic/TalkToWhileNotComplete_Response_003_000_-291966791,祝你好運，<PlayerName>！
Generic/TalkToWhileNotComplete_Intro_000_-1159492583,<PlayerName>！ 探索進展如何？
Generic/TalkToWhileNotComplete_Intro_001_-2122772598,你找到我們需要的所有物品了嗎？
Generic/TalkToWhileNotComplete_Option_000_-203490839,我又需要什麼？
Generic/TalkToWhileNotComplete_Option_001_-174410593,我在哪裡可以得到營火？
Generic/TalkToWhileNotComplete_Option_002_624177361,我想申請許可證。
Generic/TalkToWhileNotComplete_Option_003_655795600,我還在找。
Generic/TalkToWhileNotComplete_Response_000_000_886112009,我們需要<questRequiredItems>。
Generic/TalkToWhileNotComplete_Response_000_001_-380499795,我在島上到處都看到過<itemName>。 這是一塊從巖石中露出的黑色礦石。
Generic/TalkToWhileNotComplete_Response_000_002_-653394566,你需要一個<MiningLicence>來購買一把鎬子來收集礦石。
Generic/TalkToWhileNotComplete_Response_001_000_1102091948,你需要在基地帳篷的工作臺上製作一個<itemName>。
Generic/TalkToWhileNotComplete_Response_001_001_966471015,哦！ 你需要一個<MiningLicence>來購買一把鎬子來收集石頭來製作<itemName>。
Generic/TalkToWhileNotComplete_Response_002_000_-372831777,我們來看一下...
Generic/TalkToWhileNotComplete_Response_003_000_-1881099312,好吧，朋友。 擦亮眼睛！
Generic/TalkToWhileNotComplete_Intro_000_-182654077,<PlayerName>！ 你找到<itemName>的地方了嗎？
Generic/TalkToWhileNotComplete_Option_000_-2049966453,我如何放置契約？
Generic/TalkToWhileNotComplete_Option_001_655795600,我還在找。
Generic/TalkToWhileNotComplete_Response_000_000_1335997775,只需從您的工具帶快捷欄中選擇<itemName>。 就像你對帳篷所做的那樣。
Generic/TalkToWhileNotComplete_Response_000_001_587022324,哦，請確保地面平整，否則您將無法放置它。
Generic/TalkToWhileNotComplete_Response_001_000_681014359,一切都好，朋友。 放置<itemName> 后，請務必返回此處。
Generic/TalkToWhileNotComplete_Intro_000_30233409,<PlayerName>。 狩獵怎麼樣？
Generic/TalkToWhileNotComplete_Option_000_-1731408098,我在哪裡可以找到水果？
